brand,model,ram_gb,storage_gb,condition,battery_health,age_years,original_price,resale_price
Samsung,Galaxy M55 5G,8,128,Fair,88,4,26999,8553
Samsung,Galaxy A15 5G,6,128,Poor,60,1,14499,3523
Vivo,Vivo V30 5G,8,128,Fair,67,3,33999,9567
OnePlus,OnePlus 10R 5G,8,128,Like New,86,4,32999,15324
Apple,iPhone 13 (256GB),4,256,Like New,60,4,69900,22647
Infinix,Zero 30 5G,8,128,Like New,54,4,17999,5248
Redmi,Xiaomi 14 Ultra,12,512,Poor,73,3,99999,22994
OnePlus,OnePlus Nord CE 4 5G,8,128,Like New,72,1,24999,14579
Apple,iPhone 14 Pro Max (1TB),6,1024,Like New,51,4,169900,46790
Vivo,Vivo V30 5G,8,128,Good,83,1,33999,19047
Realme,Realme Narzo 30,6,64,Fair,99,1,10999,5880
Infinix,Zero 30 5G,8,128,Poor,59,2,17999,3822
Apple,iPhone 14 Pro Max (1TB),6,1024,Poor,87,3,169900,46561
Realme,Realme Narzo 50,6,128,Fair,95,1,11999,6155
Vivo,Vivo Y18,4,64,Good,60,4,8999,2429
Apple,iPhone 11,4,64,Like New,74,4,39999,15983
Realme,Realme C51,4,64,Poor,78,3,7999,1965
Motorola,Motorola G62 5G,6,128,Poor,88,3,11999,3326
Realme,Realme Narzo 50A Prime,4,64,Poor,52,1,8999,1895
Realme,Realme Narzo 60x 5G,6,128,Poor,63,3,12999,2579
Infinix,Smart 8 Plus,4,128,Good,100,1,7999,5399
Infinix,Zero 30 5G,8,128,Fair,66,1,17999,6414
Vivo,Vivo Y28 5G,4,128,Fair,91,2,13999,6114
Redmi,POCO X6 5G,8,256,Poor,83,4,21999,4929
Vivo,Vivo Y17s,4,128,Like New,54,3,10499,3571
Redmi,POCO X6 Pro 5G,8,256,Poor,61,1,26999,6670
Motorola,Motorola Edge 50 Ultra,12,512,Poor,56,1,59999,13607
Oppo,OPPO A38,4,128,Like New,82,4,9499,4206
iQOO,iQOO Z7 Pro 5G,8,128,Fair,80,2,23999,9215
Samsung,Galaxy S24 Ultra,12,256,Fair,57,1,129999,40013
Vivo,Vivo X100 Pro 5G,16,512,Fair,83,4,89999,26891
Motorola,Motorola Razr 40 Ultra,8,256,Good,89,1,79999,48059
Infinix,Note 40 5G,8,128,Poor,68,2,16999,4161
Vivo,Vivo Y18,4,64,Good,98,3,8999,4629
Samsung,Galaxy A35 5G,8,128,Like New,90,2,27999,18143
iQOO,iQOO Z9x 5G,4,128,Good,83,3,12999,5664
Realme,Realme Narzo 60x 5G,6,128,Fair,66,4,12999,3088
Realme,Realme Narzo 50i Prime,3,32,Poor,92,4,7499,1862
Vivo,Vivo X100 5G,12,256,Good,85,3,63999,28559
OnePlus,OnePlus 11R 5G,8,128,Fair,96,1,37999,19698
Redmi,Redmi Note 13 4G,6,128,Poor,53,1,14499,3112
Vivo,Vivo X100 5G,12,256,Like New,72,3,63999,29029
Realme,Realme Narzo 60 5G,8,128,Poor,73,3,17999,4138
Samsung,Galaxy M04,4,64,Fair,92,2,7999,3532
iQOO,iQOO Z7 Pro 5G,8,128,Good,72,3,23999,9071
iQOO,iQOO 12 5G,12,256,Like New,59,3,52999,19699
Motorola,Motorola G32,4,64,Good,85,3,9999,4462
Realme,Realme 3i,4,64,Poor,97,2,12000,4190
Samsung,Galaxy S24+,12,256,Fair,50,3,99999,20999
iQOO,iQOO Z9 5G,8,128,Good,82,2,19999,9839
Infinix,Smart 8,4,64,Good,85,1,6999,4015
OnePlus,OnePlus 11R 5G,8,128,Good,97,2,37999,22115
Apple,iPhone 11,4,64,Like New,63,1,39999,20411
OnePlus,OnePlus Open (Foldable),16,512,Like New,74,2,139999,74591
Oppo,OPPO F21 Pro,8,128,Like New,67,2,22999,11094
OnePlus,OnePlus Open (Foldable),16,512,Like New,89,4,139999,67283
Samsung,Galaxy A35 5G,8,128,Poor,64,3,27999,5644
Samsung,Galaxy A35 5G,8,128,Poor,88,2,27999,8870
Vivo,Vivo Y200e 5G,6,128,Poor,56,3,17999,3175
Infinix,Smart 8 HD,2,64,Good,91,4,5999,2456
Apple,iPhone 12 Mini,4,64,Fair,74,2,42999,15273
Infinix,GT 20 Pro,8,256,Like New,81,3,24999,12756
OnePlus,OnePlus Open (Foldable),16,512,Fair,97,3,139999,57035
iQOO,iQOO Z9 5G,8,128,Good,88,2,19999,10559
Redmi,POCO X6 Pro 5G,8,256,Like New,71,1,26999,15527
Motorola,Motorola G32,4,64,Good,88,1,9999,5939
Vivo,Vivo Y200 5G,8,128,Like New,74,2,21999,11721
Motorola,Motorola Edge 50 Fusion,8,128,Poor,91,3,22999,6592
Redmi,Xiaomi 14,12,256,Good,86,2,69999,36119
OnePlus,OnePlus Nord CE 3 5G,8,128,Good,98,2,26999,15875
iQOO,iQOO Z7 5G,6,128,Good,71,4,14999,4792
Redmi,Redmi K50i 5G,6,128,Poor,94,1,21999,8375
Apple,iPhone 14 Pro Max,6,256,Fair,96,2,127999,58981
Samsung,Galaxy F15 5G,6,128,Fair,86,4,12999,4024
Realme,Realme 10,8,128,Fair,87,1,12999,6106
Samsung,Galaxy M13,4,64,Poor,88,1,9499,3385
Apple,iPhone 14 Pro Max (1TB),6,1024,Like New,65,2,169900,79513
Samsung,Galaxy Z Fold 5,12,256,Good,100,1,154999,104624
iQOO,iQOO Z7 Pro 5G,8,128,Like New,70,3,23999,10583
Oppo,OPPO A58 5G,6,128,Good,91,4,13999,5732
iQOO,iQOO Z9x 5G,4,128,Good,83,1,12999,7282
iQOO,iQOO Z7 Pro 5G,8,128,Good,90,3,23999,11339
iQOO,iQOO Z9 5G,8,128,Good,57,2,19999,6839
iQOO,iQOO Z9x 5G,4,128,Fair,51,1,12999,3579
Realme,Realme Narzo 50A Prime,4,64,Fair,82,3,8999,3099
Samsung,Galaxy F15 5G,6,128,Poor,94,3,12999,3849
Realme,Realme C51,4,64,Like New,66,3,7999,3325
Infinix,Zero Ultra,8,256,Poor,57,4,29999,4616
Vivo,Vivo T3 5G,8,128,Poor,94,3,17999,5329
Apple,iPhone 14 (256GB),6,256,Good,66,4,79999,23759
Oppo,OPPO F21 Pro,8,128,Poor,50,3,22999,3622
Infinix,Note 11S,6,128,Poor,71,4,10999,2108
Apple,iPhone 12 (128GB),4,128,Fair,59,4,54999,11681
Redmi,Redmi K50i 5G,6,128,Poor,79,3,21999,5474
Apple,iPhone 13,4,128,Poor,80,4,59900,12938
iQOO,iQOO Neo 9 Pro,8,128,Fair,78,2,35999,13478
Apple,iPhone 14 Pro,6,128,Poor,89,3,117999,33081
Redmi,POCO X5 Pro 5G,6,128,Good,86,4,20999,8126
Redmi,Redmi 12,4,128,Poor,100,2,9999,3599
Motorola,Motorola G54 5G,8,128,Fair,87,1,12999,6106
Vivo,Vivo Y28 5G,4,128,Fair,52,3,13999,3057
OnePlus,OnePlus Nord CE 4 5G,8,128,Like New,97,1,24999,19641
Redmi,Xiaomi 14 Civi,8,256,Good,76,4,42999,14705
Apple,iPhone 13 (256GB),4,256,Poor,51,3,69900,11229
iQOO,iQOO Z9x 5G,4,128,Poor,93,3,12999,3808
Infinix,Hot 40i,8,128,Like New,78,4,8499,3579
Infinix,Smart 8 Plus,4,128,Like New,59,2,7999,3397
Apple,iPhone 13 (256GB),4,256,Fair,70,1,69900,26422
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Like New,73,3,54999,25294
Realme,Realme Narzo N55,6,128,Like New,61,4,10999,3623
Redmi,POCO X6 Pro 5G,8,256,Fair,96,4,26999,9330
Apple,iPhone 12 Mini,4,64,Poor,69,4,42999,8010
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Like New,67,3,54999,23215
Oppo,OPPO F21 Pro 5G,8,128,Like New,55,2,24999,9899
Samsung,Galaxy M13,4,64,Poor,55,3,9499,1645
Samsung,Galaxy Z Fold 5,12,256,Fair,53,4,154999,29573
OnePlus,OnePlus Nord 3 5G,8,128,Like New,65,1,30999,16320
iQOO,iQOO Z9x 5G,4,128,Like New,98,2,12999,9172
OnePlus,OnePlus 11R 5G,8,128,Good,54,3,37999,10772
Vivo,Vivo Y18e,4,64,Poor,83,3,7999,2091
OnePlus,OnePlus Open (Foldable),16,512,Poor,50,3,139999,22049
Oppo,OPPO F21 Pro,8,128,Like New,69,1,22999,12854
OnePlus,OnePlus 11 5G,8,128,Poor,70,4,56999,10772
Apple,iPhone 14,6,128,Poor,60,1,69999,17009
OnePlus,OnePlus 11R 5G,8,128,Good,100,2,37999,22799
Oppo,OPPO Reno 11 5G,8,128,Good,86,2,27999,14447
Vivo,Vivo Y28 5G,4,128,Like New,61,2,13999,6148
Vivo,Vivo V30 5G,8,128,Poor,62,2,33999,7588
Oppo,OPPO F21 Pro,8,128,Good,98,1,22999,15213
iQOO,iQOO Z7 5G,6,128,Good,100,1,14999,10124
Apple,iPhone 14,6,128,Like New,84,2,69999,42335
iQOO,iQOO Neo 9 Pro,8,128,Fair,62,3,35999,9374
OnePlus,OnePlus 12,12,256,Like New,69,2,64999,32291
Vivo,Vivo X100 Pro 5G,16,512,Good,66,1,89999,40094
Vivo,Vivo Y17s,4,128,Poor,99,3,10499,3274
Apple,iPhone 15 Pro (512GB),8,512,Fair,73,1,149900,59090
OnePlus,OnePlus Open (Foldable),16,512,Good,96,3,139999,70559
Vivo,Vivo Y27 5G,6,128,Like New,75,2,12999,7019
OnePlus,OnePlus 12R,8,128,Fair,95,3,39999,15959
OnePlus,OnePlus 10R 5G,8,128,Poor,84,1,32999,11226
Infinix,Note 12 Pro 5G,8,128,Fair,54,1,15999,4665
OnePlus,OnePlus 11R 5G,8,128,Good,77,1,37999,19749
iQOO,iQOO Z7 5G,6,128,Poor,95,1,14999,5770
Infinix,GT 20 Pro,8,256,Like New,99,4,24999,13364
Vivo,Vivo Y17s,4,128,Like New,92,3,10499,6085
Samsung,Galaxy A04e,3,32,Good,63,3,6499,2149
Realme,Realme 10,8,128,Poor,63,3,12999,2579
Oppo,OPPO A79 5G,8,128,Fair,57,1,17999,5540
Realme,Realme Narzo 50,6,128,Like New,96,2,11999,8293
Realme,Realme 3i,4,64,Fair,51,4,12000,2203
iQOO,iQOO Neo 9 Pro,8,128,Good,90,2,35999,19439
Realme,Realme C53,6,128,Good,71,4,10999,3514
Apple,iPhone 12 (128GB),4,128,Poor,78,2,54999,15443
Apple,iPhone 13 (256GB),4,256,Fair,75,3,69900,22018
Realme,Realme 11x 5G,6,128,Poor,52,2,12999,2433
Apple,iPhone 14 Pro,6,128,Good,81,3,117999,50179
OnePlus,OnePlus 12,12,256,Poor,92,2,64999,21527
OnePlus,OnePlus 10R 5G,8,128,Like New,100,4,32999,17819
iQOO,iQOO Z9x 5G,4,128,Like New,63,4,12999,4422
Infinix,Note 40 Pro 5G,8,256,Poor,50,2,21999,3959
Redmi,Redmi Note 13 Pro+ 5G,8,256,Fair,84,3,31999,11289
Motorola,Motorola G32,4,64,Good,61,3,9999,3202
Realme,Realme C33,4,64,Fair,98,2,8499,3997
Vivo,Vivo T3 5G,8,128,Poor,72,2,17999,4665
Oppo,OPPO A18,4,64,Poor,86,4,8999,2089
Samsung,Galaxy S24,8,256,Poor,56,2,79999,16127
Vivo,Vivo V30 Pro 5G,8,256,Fair,98,1,41999,22225
Infinix,Hot 30,4,64,Good,53,4,9499,2265
Realme,Realme C33,4,64,Poor,56,3,8499,1499
Realme,Realme C33,4,64,Good,73,1,8499,4187
Infinix,Note 12 Pro 5G,8,128,Poor,99,1,15999,6414
Samsung,Galaxy A55 5G,8,256,Fair,64,3,39999,10751
Apple,iPhone 15,6,128,Good,61,1,79900,32898
OnePlus,OnePlus 12,12,256,Good,91,1,64999,39925
Infinix,Hot 40i,8,128,Like New,76,4,8499,3487
Infinix,Zero 5G,8,128,Good,86,2,13499,6965
Redmi,Xiaomi Pad 6 (tablet),8,128,Fair,88,1,26999,12829
OnePlus,OnePlus Nord CE 3 5G,8,128,Fair,54,1,26999,7872
OnePlus,OnePlus Nord N30 SE 5G,4,128,Poor,86,1,13999,4875
Infinix,Smart 8 HD,2,64,Poor,94,4,5999,1522
OnePlus,OnePlus Nord CE 4 5G,8,128,Like New,64,2,24999,11519
Oppo,OPPO Reno 11 Pro 5G,12,256,Fair,79,3,39999,13271
OnePlus,OnePlus Nord CE 4 5G,8,128,Like New,65,1,24999,13161
iQOO,iQOO Z7 Pro 5G,8,128,Like New,67,1,23999,13024
Samsung,Galaxy Z Fold 5,12,256,Poor,90,1,154999,56497
iQOO,iQOO Z7 Pro 5G,8,128,Like New,53,1,23999,10302
Apple,iPhone 13,4,128,Like New,55,1,59900,26685
Vivo,Vivo Y200e 5G,6,128,Like New,92,3,17999,10432
iQOO,iQOO Neo 9 Pro,8,128,Like New,99,4,35999,19245
Motorola,Motorola G13,4,64,Poor,93,2,7999,2678
Samsung,Galaxy M14 5G,6,128,Poor,67,2,12499,3014
Redmi,Redmi Note 13 Pro+ 5G,8,256,Good,50,2,31999,9599
Oppo,OPPO K10 5G,8,128,Fair,71,4,14999,3833
Redmi,Xiaomi Pad 6 (tablet),8,128,Like New,96,4,26999,13996
Redmi,Redmi Note 13 Pro 5G,8,128,Poor,70,3,25999,5732
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Poor,58,2,17999,3758
Oppo,OPPO A17,4,64,Fair,77,2,9999,3695
Motorola,Motorola G13,4,64,Fair,92,2,7999,3532
iQOO,iQOO Z7 Pro 5G,8,128,Like New,67,3,23999,10129
Apple,iPhone 15,6,128,Fair,97,4,79900,27901
Oppo,OPPO Reno 10 5G,8,256,Like New,69,1,32999,18443
Infinix,Note 12 Pro 5G,8,128,Good,66,3,15999,5543
Infinix,Hot 20 5G,4,64,Good,54,3,11499,3259
Motorola,Motorola G24 Power,4,128,Good,95,3,8999,4488
Motorola,Motorola G24,4,128,Good,86,1,8499,4933
OnePlus,OnePlus 12,12,256,Fair,57,1,64999,20006
Vivo,Vivo Y16,3,64,Fair,85,2,8999,3671
Realme,Realme Narzo 10,4,128,Like New,72,4,9999,3887
Motorola,Motorola G32,4,64,Fair,89,4,9999,3203
Motorola,Motorola G62 5G,6,128,Poor,82,3,11999,3099
OnePlus,OnePlus 11R 5G,8,128,Poor,93,2,37999,12722
OnePlus,OnePlus 12R,8,128,Poor,84,3,39999,10583
Motorola,Motorola Edge 50 Ultra,12,512,Like New,87,2,59999,37583
iQOO,iQOO Z7 Pro 5G,8,128,Like New,95,3,23999,14363
Redmi,Xiaomi 14 Civi,8,256,Like New,73,1,42999,25425
Motorola,Motorola G32,4,64,Like New,51,3,9999,3212
OnePlus,OnePlus Nord 3 5G,8,128,Like New,65,4,30999,10880
Apple,iPhone 14 Pro Max (1TB),6,1024,Poor,79,1,169900,54359
Apple,iPhone 14 Pro Max,6,256,Fair,97,4,127999,44697
Infinix,Zero 30 (4G),8,256,Like New,93,1,13999,10545
Redmi,POCO M6 5G,4,128,Good,86,1,9499,5514
Oppo,OPPO K10 5G,8,128,Like New,78,3,14999,7370
Samsung,Galaxy F14 5G,4,128,Fair,53,4,10999,2098
Motorola,Motorola G64 5G,6,128,Good,89,4,13999,5606
iQOO,iQOO Neo 9 Pro,8,128,Like New,80,1,35999,23327
Realme,Realme 11 5G,8,128,Like New,73,3,14999,6898
Infinix,Zero 30 (4G),8,256,Like New,81,4,13999,6123
Apple,iPhone 12,4,64,Like New,83,3,49999,26144
Oppo,OPPO Find N3 Flip,12,256,Like New,82,2,94999,56087
Infinix,Zero 5G,8,128,Like New,53,2,13499,5151
Motorola,Motorola Edge 40 Neo,8,128,Fair,77,4,20999,5820
Samsung,Galaxy A14 5G,6,128,Like New,54,4,13499,3936
Samsung,Galaxy A04e,3,32,Fair,83,3,6499,2265
Realme,Realme C53,6,128,Good,69,1,10999,5122
Oppo,OPPO Reno 10 Pro 5G,12,256,Good,73,3,39999,15329
Infinix,Smart 8,4,64,Fair,50,1,6999,1889
Vivo,Vivo V29 5G,8,128,Fair,94,3,31999,12633
OnePlus,OnePlus Nord N30 SE 5G,4,128,Fair,87,2,13999,5845
Apple,iPhone 14 Pro Max,6,256,Like New,78,1,127999,80869
Infinix,Zero 5G 2023,8,128,Like New,92,1,14999,11177
Samsung,Galaxy S24,8,256,Poor,72,1,79999,23327
Infinix,Smart 8 Plus,4,128,Good,62,4,7999,2231
Apple,iPhone 14 Pro Max,6,256,Good,99,4,127999,57023
iQOO,iQOO Z7 Pro 5G,8,128,Fair,90,2,23999,10367
Infinix,Smart 8 Plus,4,128,Good,91,4,7999,3275
Infinix,Zero Ultra,8,256,Poor,71,2,29999,7667
Motorola,Motorola Edge 50 Fusion,8,128,Poor,91,1,22999,8476
iQOO,iQOO Z7 Pro 5G,8,128,Fair,80,2,23999,9215
OnePlus,OnePlus 12R,8,128,Poor,73,2,39999,10511
Oppo,OPPO A59 5G,4,128,Poor,94,4,12999,3299
Redmi,Redmi A3,3,64,Good,78,4,6999,2456
Samsung,Galaxy S24,8,256,Good,76,4,79999,27359
Infinix,Note 40 5G,8,128,Like New,51,2,16999,6242
Infinix,Smart 8 HD,2,64,Like New,72,1,5999,3498
Oppo,OPPO Reno 11 Pro 5G,12,256,Good,56,1,39999,15119
Apple,iPhone 14 Pro Max,6,256,Good,99,4,127999,57023
Realme,Realme Narzo 60 Pro 5G,12,256,Like New,86,2,23999,14860
Apple,iPhone 14,6,128,Poor,59,1,69999,16726
Infinix,Note 11S,6,128,Poor,60,3,10999,2078
OnePlus,OnePlus Nord CE 3 5G,8,128,Poor,71,1,26999,7763
Redmi,Redmi 13C,4,128,Poor,75,4,8499,1721
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Like New,87,2,39900,24993
Redmi,Xiaomi 14 Ultra,12,512,Fair,90,2,99999,43199
Motorola,Motorola G13,4,64,Like New,93,2,7999,5356
Redmi,Redmi 12 5G,4,128,Fair,89,2,11999,5125
Redmi,Xiaomi 14,12,256,Fair,92,1,69999,34775
Redmi,Redmi Note 13 4G,6,128,Fair,95,3,14499,5785
Motorola,Motorola E13,2,64,Good,88,3,6499,3002
Motorola,Motorola Edge 40 Neo,8,128,Like New,82,2,20999,12397
Apple,iPhone 14 Pro,6,128,Poor,92,2,117999,39081
Realme,Realme 11 5G,8,128,Poor,67,2,14999,3617
Motorola,Motorola Edge 50 Fusion,8,128,Like New,80,2,22999,13247
iQOO,iQOO Z9 5G,8,128,Poor,74,2,19999,5327
Realme,Realme 10,8,128,Fair,92,1,12999,6457
Vivo,Vivo Y17s,4,128,Poor,99,4,10499,2806
Oppo,OPPO A17k,3,64,Good,51,3,7999,2141
Redmi,Redmi Note 13 4G,6,128,Good,85,3,14499,6470
Infinix,GT 20 Pro,8,256,Poor,60,4,24999,4049
Samsung,Galaxy A23 5G,6,128,Good,70,1,18999,8977
Realme,Realme Narzo N55,6,128,Fair,64,3,10999,2956
Motorola,Motorola G14,4,128,Good,68,4,8499,2600
Realme,Realme C55,6,64,Good,50,3,9999,2624
Realme,Realme Narzo N53,6,128,Good,75,2,10999,4949
iQOO,iQOO Neo 9 Pro,8,128,Fair,58,2,35999,10022
OnePlus,OnePlus Open (Foldable),16,512,Like New,83,1,139999,94121
iQOO,iQOO Z9x 5G,4,128,Good,70,3,12999,4777
Infinix,Zero X Pro,8,128,Like New,51,3,21999,7068
Motorola,Motorola G24,4,128,Poor,62,4,8499,1422
Vivo,Vivo V30 Pro 5G,8,256,Poor,69,2,41999,10432
OnePlus,OnePlus 12,12,256,Fair,76,3,64999,20747
Oppo,OPPO Reno 10 5G,8,256,Fair,61,2,32999,9662
iQOO,iQOO Z7 Pro 5G,8,128,Poor,87,3,23999,6576
OnePlus,OnePlus 12R,8,128,Good,93,1,39999,25109
Oppo,OPPO A79 5G,8,128,Good,91,1,17999,11055
OnePlus,OnePlus Open (Foldable),16,512,Good,86,2,139999,72239
Infinix,Note 40 5G,8,128,Fair,94,1,16999,8628
Motorola,Motorola E14 (expected),4,64,Like New,76,2,7999,4377
iQOO,iQOO Neo 9 Pro,8,128,Good,82,1,35999,19925
Infinix,Note 30 5G,8,128,Good,67,3,13999,4924
Oppo,OPPO A59 5G,4,128,Fair,66,2,12999,4118
Samsung,Galaxy S24,8,256,Good,75,2,79999,35999
Motorola,Motorola G73 5G,8,128,Fair,97,2,16999,7914
Motorola,Motorola Edge 50 Fusion,8,128,Poor,98,2,22999,8114
Infinix,Hot 40i,8,128,Poor,65,2,8499,1988
Apple,iPhone 14 Pro Max (1TB),6,1024,Fair,55,2,169900,44853
Samsung,Galaxy A35 5G,8,128,Like New,51,4,27999,7710
Vivo,Vivo Y18,4,64,Good,87,3,8999,4110
Samsung,Galaxy S23 FE,8,128,Poor,69,2,44999,11177
Realme,Realme Narzo N65 5G,4,128,Like New,69,2,11499,5712
Motorola,Motorola Edge 50 Fusion,8,128,Poor,98,4,22999,6085
Redmi,POCO M6 5G,4,128,Good,78,1,9499,5001
OnePlus,OnePlus 11R 5G,8,128,Fair,71,1,37999,14568
Samsung,Galaxy M14 5G,6,128,Fair,96,2,12499,5759
Apple,iPhone 14 Plus,6,128,Good,67,1,74999,33918
iQOO,iQOO Z7 5G,6,128,Like New,82,4,14999,6641
Motorola,Motorola G64 5G,6,128,Poor,88,1,13999,4989
OnePlus,OnePlus Open (Foldable),16,512,Poor,60,3,139999,26459
Samsung,Galaxy S24,8,256,Fair,77,4,79999,22175
Vivo,Vivo Y28 5G,4,128,Like New,95,4,13999,7181
Apple,iPhone 15 Pro Max (1TB),8,1024,Like New,86,4,199900,92833
Apple,iPhone 15 Pro,8,128,Poor,87,3,134900,36969
Realme,Realme Narzo 60 Pro 5G,12,256,Fair,76,4,23999,6566
OnePlus,OnePlus 12R,8,128,Poor,50,1,39999,8099
iQOO,iQOO Z9 5G,8,128,Fair,53,1,19999,5723
Infinix,Zero Ultra,8,256,Like New,59,2,29999,12743
Samsung,Galaxy A04,4,64,Like New,89,1,7499,5406
Apple,iPhone 15,6,128,Like New,64,4,79900,27613
OnePlus,OnePlus Nord 3 5G,8,128,Like New,98,1,30999,24607
OnePlus,OnePlus Nord N30 SE 5G,4,128,Like New,53,2,13999,5342
Vivo,Vivo V30 5G,8,128,Fair,91,4,33999,11138
Redmi,Xiaomi 14,12,256,Poor,91,3,69999,20065
Redmi,Xiaomi 14 Ultra,12,512,Like New,51,1,99999,41309
Vivo,Vivo Y27 5G,6,128,Poor,51,1,12999,2684
Apple,iPhone 15 Pro Max (1TB),8,1024,Good,71,1,199900,95802
Apple,iPhone 15 Pro Max (1TB),8,1024,Like New,63,4,199900,68005
Vivo,Vivo Y27 5G,6,128,Good,79,2,12999,6161
Infinix,Hot 20 5G,4,64,Like New,65,3,11499,4708
iQOO,iQOO Z9x 5G,4,128,Poor,51,2,12999,2386
OnePlus,OnePlus 11R 5G,8,128,Fair,58,1,37999,11901
Samsung,Galaxy A04e,3,32,Like New,92,4,6499,3228
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Poor,50,4,39900,5386
Motorola,Motorola G13,4,64,Good,57,4,7999,2051
Infinix,Note 30 5G,8,128,Like New,73,4,13999,5518
Realme,Realme Narzo 50i Prime,3,32,Poor,90,2,7499,2429
Apple,iPhone 15 Pro Max,8,256,Like New,65,3,159900,65479
Oppo,OPPO A59 5G,4,128,Good,70,4,12999,4094
iQOO,iQOO Z9x 5G,4,128,Good,57,1,12999,5001
Motorola,Motorola Edge 50 Pro,8,256,Like New,77,2,31999,17740
OnePlus,OnePlus 10R 5G,8,128,Good,55,1,32999,12250
OnePlus,OnePlus 10R 5G,8,128,Fair,68,4,32999,8078
OnePlus,OnePlus 12R,8,128,Poor,67,1,39999,10853
Oppo,OPPO F25 Pro 5G,8,128,Poor,51,1,23999,4956
iQOO,iQOO 12 5G,12,256,Fair,95,4,52999,18125
Redmi,Redmi 12 5G,4,128,Good,92,2,11999,6623
OnePlus,OnePlus 12,12,256,Poor,69,1,64999,18163
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Good,61,1,54999,22645
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Poor,73,4,17999,3547
Vivo,Vivo Y18e,4,64,Like New,80,2,7999,4607
Redmi,POCO M6 5G,4,128,Fair,89,1,9499,4565
iQOO,iQOO Z7 5G,6,128,Good,50,4,14999,3374
Infinix,Zero 30 (4G),8,256,Like New,100,1,13999,11339
Infinix,Note 40 Pro 5G,8,256,Like New,96,4,21999,11404
Motorola,Motorola Edge 40 Neo,8,128,Fair,68,2,20999,6854
Vivo,Vivo Y200e 5G,6,128,Fair,100,3,17999,7559
Redmi,Redmi Note 13 4G,6,128,Fair,56,1,14499,4384
Redmi,Redmi K50i 5G,6,128,Poor,92,4,21999,5464
Motorola,Motorola G73 5G,8,128,Like New,69,1,16999,9500
Oppo,OPPO F21 Pro,8,128,Fair,96,1,22999,11922
Motorola,Motorola Edge 30 Ultra,12,256,Like New,90,1,49999,36449
Oppo,OPPO Reno 11 Pro 5G,12,256,Fair,69,2,39999,13247
iQOO,iQOO Z7 Pro 5G,8,128,Poor,99,4,23999,6414
Infinix,Smart 7,4,64,Good,59,3,7299,2260
Apple,iPhone 15 Pro Max,8,256,Good,100,3,159900,83947
Samsung,Galaxy F14 5G,4,128,Like New,95,4,10999,5642
Redmi,POCO M6 5G,4,128,Fair,88,2,9499,4012
iQOO,iQOO Z9x 5G,4,128,Poor,93,3,12999,3808
iQOO,iQOO Z9x 5G,4,128,Like New,52,3,12999,4258
Vivo,Vivo V30 5G,8,128,Poor,82,4,33999,7527
Infinix,Zero 5G 2023,8,128,Poor,55,1,14999,3341
Infinix,Zero 30 (4G),8,256,Fair,75,1,13999,5669
Redmi,Redmi Note 13 5G,6,128,Good,60,1,16999,6884
Infinix,Hot 40i,8,128,Good,100,3,8499,4461
Apple,iPhone 15 Pro,8,128,Good,89,3,134900,63032
OnePlus,OnePlus 11 5G,8,128,Like New,71,2,56999,29137
Redmi,Redmi 12 5G,4,128,Good,81,3,11999,5102
Apple,iPhone 15,6,128,Good,86,2,79900,41228
Infinix,Note 11S,6,128,Like New,54,4,10999,3207
Apple,iPhone 13,4,128,Good,90,2,59900,32346
Motorola,Motorola G85 5G,8,128,Good,73,1,17999,8869
Samsung,Galaxy M04,4,64,Poor,59,2,7999,1698
Samsung,Galaxy A04,4,64,Like New,51,4,7499,2065
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Poor,61,1,54999,13587
Infinix,Hot 40i,8,128,Like New,76,3,8499,4069
Infinix,Zero 30 (4G),8,256,Fair,61,3,13999,3586
OnePlus,OnePlus 11 5G,8,128,Like New,75,1,56999,34626
Motorola,Motorola G85 5G,8,128,Like New,85,1,17999,12392
Infinix,Zero 5G 2023,8,128,Fair,92,3,14999,5795
Motorola,Motorola Edge 40,8,128,Good,76,2,26999,12311
Apple,iPhone 15 Pro Max,8,256,Good,71,2,159900,68117
iQOO,iQOO Z7 5G,6,128,Poor,91,3,14999,4299
Samsung,Galaxy S23 FE,8,128,Good,76,3,44999,17954
iQOO,iQOO Neo 9 Pro,8,128,Like New,78,2,35999,20217
Motorola,Motorola Edge 50 Pro,8,256,Poor,74,2,31999,8524
Infinix,Hot 20 5G,4,64,Poor,52,3,11499,1883
Redmi,POCO M6 Pro 5G,4,128,Good,83,3,10999,4792
Infinix,Smart 8,4,64,Good,93,2,6999,3905
Samsung,Galaxy S24+,12,256,Poor,87,1,99999,35234
Vivo,Vivo V29 5G,8,128,Fair,93,3,31999,12498
Realme,Realme Narzo 60 Pro 5G,12,256,Poor,61,2,23999,5270
Vivo,Vivo Y28 5G,4,128,Good,87,4,13999,5480
Samsung,Galaxy S24,8,256,Fair,78,4,79999,22463
iQOO,iQOO Z9x 5G,4,128,Fair,59,2,12999,3681
